Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_039720435.1	bAmaOch1.hap1	Amazona ochrocephala					bAmaOch1	female		Chromosome	2024-05-24	JBCFXG01	1678
GCF_017639655.2	bFalNau1.pat	Falco naumanni					bFalNau1	female	NCBI Falco naumanni Annotation Release 100	Chromosome	2021-03-30	JAGFVS01	290
GCA_020800305.1	bPorHoc1.mat.Z.cur	Porphyrio hochstetteri					bPorHoc1	female		Chromosome	2021-11-08	JAJHSY01	173
GCA_034336665.1	ASM3433666v1	Luscinia megarhynchos					LM30	female		Chromosome	2023-12-26	JAPFBE01	3224
GCA_031753505.1	ASM3175350v1	Anomalospiza imberbis					Cuckoo-Finch-1a 21T00152	female		Chromosome	2023-09-22	JASJUL01	1370
GCF_031753505.1	ASM3175350v1	Anomalospiza imberbis					Cuckoo-Finch-1a 21T00152	female	GCF_031753505.1-RS_2024_07	Chromosome	2023-09-22	JASJUL01	1370
GCA_009769605.1	bBucAby1.pri	Bucorvus abyssinicus					bBucAby1	female		Chromosome	2019-12-23	WNMG01	112
GCA_027579445.1	bAmmNel1.pri	Ammospiza nelsoni					bAmmNel1	female		Chromosome	2023-01-09	JAQCNT01	77
GCF_027579445.1	bAmmNel1.pri	Ammospiza nelsoni					bAmmNel1	female	GCF_027579445.1-RS_2023_09	Chromosome	2023-01-09	JAQCNT01	77
GCA_023079485.1	ASM2307948v1	Archilochus colubris				Toronto	gmoney_hbird	female		Chromosome	2022-04-22	JALBCY01	571
GCA_028020825.1	bPodStr1.pri	Podargus strigoides					bPodStr1	female		Chromosome	2023-01-31	JAQJZH01	1038
GCA_949628215.1	bGulAri2.1	Phalacrocorax aristotelis								Chromosome	2023-04-08	CATIVG01	352
GCA_027574665.1	bRhyJub1.pri	Rhynochetos jubatus					bRhyJub1	female		Chromosome	2023-01-09	JAQBHY01	148
GCA_028018845.1	bMelGeo1.pri	Melospiza georgiana					bMelGeo1	female		Chromosome	2023-01-31	JAQMCQ01	40
GCF_028018845.1	bMelGeo1.pri	Melospiza georgiana					bMelGeo1	female	GCF_028018845.1-RS_2023_07	Chromosome	2023-01-31	JAQMCQ01	40
GCA_031468815.1	bMorBas2.hap2	Morus bassanus					bMorBas2	male		Chromosome	2023-09-15	JAVHSO01	420
GCA_004027225.2	bStrHab1.2.pri	Strigops habroptila					Jane	female		Chromosome	2020-03-04	RXXE02	89
GCF_004027225.2	bStrHab1.2.pri	Strigops habroptila					Jane	female	NCBI Strigops habroptila Annotation Release 101	Chromosome	2020-03-04	RXXE02	89
GCA_032357785.1	ASM3235778v1	Periparus ater					XZ20018	male		Chromosome	2023-10-06	JANVCZ01	158
GCA_027791375.2	UM_Iind_1.1	Indicator indicator					239-I01	female		Chromosome	2023-01-13	JAQHUL01	896
GCF_027791375.1	UM_Iind_1.1	Indicator indicator					239-I01	female	GCF_027791375.1-RS_2023_03	Chromosome	2023-01-13	JAQHUL01	896
GCA_036169615.1	bHelExo1.hap1	Heliangelus exortis					bHelExo1	female		Chromosome	2024-01-26	JAVJNM01	131
GCF_036169615.1	bHelExo1.hap1	Heliangelus exortis							GCF_036169615.1-RS_2025_02	Chromosome	2024-01-26	JAVJNM01	131
GCA_027887145.1	bAmmCau1.pri	Ammospiza caudacuta					bAmmCau1	female		Chromosome	2023-01-18	JAQIHB01	282
GCF_027887145.1	bAmmCau1.pri	Ammospiza caudacuta					bAmmCau1	female	GCF_027887145.1-RS_2023_08	Chromosome	2023-01-18	JAQIHB01	282
GCA_021018805.3	Cam_Psub_1.2	Prinia subflava				Zambia	CZ2003	female		Chromosome	2024-01-26	JAIOWR02	538
GCF_021018805.1	Cam_Psub_1.2	Prinia subflava				Zambia	CZ2003	female	GCF_021018805.1-RS_2024_02	Chromosome	2024-01-26	JAIOWR02	538
GCA_029582105.1	OMel1.0	Oenanthe melanoleuca					GR-GAL-2019-014	male		Chromosome	2023-04-06	JARJVX01	587
GCF_029582105.1	OMel1.0	Oenanthe melanoleuca					GR-GAL-2019-014	male	GCF_029582105.1-RS_2023_05	Chromosome	2023-04-06	JARJVX01	587
GCA_024509145.1	ASM2450914v1	Vidua macroura					BioBank_ID:100142	female		Chromosome	2022-08-03	JAMGYM01	223
GCF_024509145.1	ASM2450914v1	Vidua macroura					BioBank_ID:100142	female	GCF_024509145.1-RS_2023_03	Chromosome	2022-08-03	JAMGYM01	223
GCA_009819655.1	bSylAtr1.pri	Sylvia atricapilla					bSylAtr1	female		Chromosome	2019-12-31	WNMY01	189
GCF_009819655.1	bSylAtr1.pri	Sylvia atricapilla					bSylAtr1	female	GCF_009819655.1-RS_2024_07	Chromosome	2019-12-31	WNMY01	189
GCA_963210335.1	bFalPun1.1	Falco punctatus								Chromosome	2023-08-19	CAUJKR01	315
GCA_964059595.1	bBucCla1.1	Bucephala clangula								Chromosome	2024-06-06	CAXKXP01	537
GCA_965250365.1	bRalAqu1.1	Rallus aquaticus								Chromosome	2025-04-20	CBDFOC01	1570
GCA_901699155.2	bStrTur1.2	Streptopelia turtur								Chromosome	2021-05-17	CABFKC02	311
GCA_963989345.1	bClaHye2.1	Clangula hyemalis								Chromosome	2024-03-14	CAXDIO01	271
GCA_964237585.1	bGalChl1.hap1.1	Gallinula chloropus								Chromosome	2024-08-31	CAXSJN01	817
GCA_963932225.1	bLarFus1.1	Larus fuscus								Chromosome	2024-02-07	CAWVQS01	1366
GCA_963662255.1	bCinCin1.1	Cinclus cinclus								Chromosome	2023-12-11	CAVLEW01	277
GCF_963662255.1	bCinCin1.1	Cinclus cinclus							GCF_963662255.1-RS_2024_01	Chromosome	2023-12-11	CAVLEW01	277
GCA_964417175.1	bLarArg3.hap1.1	Larus argentatus								Chromosome	2024-12-05	CAYQHM01	400
GCA_963932015.1	bAnaAcu1.1	Anas acuta								Chromosome	2024-02-07	CAWVPS01	394
GCF_963932015.1	bAnaAcu1.1	Anas acuta							GCF_963932015.1-RS_2024_09	Chromosome	2024-02-07	CAWVPS01	394
GCA_964106855.1	bGruGru1.hap1.1	Grus grus								Chromosome	2024-06-06	CAXKZJ01	753
GCA_964035555.1	bNetRuf1.1	Netta rufina								Chromosome	2024-04-29	CAXIUX01	140
GCA_965183815.1	bPlaLeu2.hap1.1	Platalea leucorodia								Chromosome	2025-03-04	CBCYMG01	668
GCA_009764595.1	bGeoTri1.pri	Geothlypis trichas					bGeoTri1	female		Chromosome	2019-12-19	WSPJ01	278
GCA_964106895.1	bNumArq3.hap1.1	Numenius arquata								Chromosome	2024-06-06	CAXKZM01	1818
GCF_964106895.1	bNumArq3.hap1.1	Numenius arquata							GCF_964106895.1-RS_2025_05	Chromosome	2024-06-06	CAXKZM01	1818
GCA_965250395.1	bAnsFab1.1	Anser fabalis								Chromosome	2025-04-20	CBDFOD01	878
GCA_965278785.1	bMarStr1.hap1.1	Mareca strepera								Chromosome	2025-05-10	CBDIHC01	1155
GCA_964034855.1	bAnsBra1.1	Anser brachyrhynchus								Chromosome	2024-04-27	CAXIUD01	714
GCA_951394365.1	bTetUro1.1	Tetrao urogallus								Chromosome	2023-06-15	CATOBR01	317
GCA_015227895.2	Caur_TTU_1.0	Colaptes auratus				New Mexico				Chromosome	2021-12-06	JAAWVA01	2369
GCA_042477495.1	bBucLead	Bucorvus leadbeateri				South Africa	PDM-2024a	female		Chromosome	2024-10-03	JBEWAY01	1671
GCA_015883425.2	CU_Lasu_v2	Lamprotornis superbus					SS15	female	Annotation submitted by Columbia University	Chromosome	2022-03-24	JADDUC02	2008
GCA_018697195.1	ASM1869719v1	Certhia americana					MSB:Bird:48106			Chromosome	2021-06-03	JAGMWU01	8309
GCA_046127185.1	Aguhap1	Accipiter gularis				China	AguHAP1genome	male		Chromosome	2024-12-18	JBHZLF01	557
GCA_042985785.1	USASK_Mmel_1	Mimus melanotis				San Cristobal Mockingbird, Galapagos Archipelago	SK5		Annotation submitted by University of Saskatchewan	Chromosome	2024-10-15	JAJEJJ01	40
GCA_017639355.1	Aaes_hic	Amazona aestiva					AMXYW	female		Chromosome	2021-03-30	JAESHV01	1498
GCA_013398505.2	LSU_RhHo_2.0	Rhegmatorhina hoffmannsi					OUT-0010	female		Chromosome	2021-04-30	VZSN02	8943
GCA_039700855.2	bVulGry1	Vultur gryphus					Pehuel.001	male		Chromosome	2025-05-07	JAWUAG02	1179
GCA_047495875.1	PitAlb_v1	Pithys albifrons albifrons					INPA30051			Chromosome	2025-02-07	JBJXCU01	53
GCF_047495875.1	PitAlb_v1	Pithys albifrons albifrons					INPA30051		GCF_047495875.1-RS_2025_02	Chromosome	2025-02-07	JBJXCU01	53
GCA_036010785.1	bAmmMar1.pri	Ammospiza maritima maritima					bAmmMai1	female		Chromosome	2024-01-24	JAYKTQ01	500
GCA_009741485.1	mCya_1.0	Malurus cyaneus samueli						female		Chromosome	2019-12-12	VKON01	4329
GCA_001746935.2	mywa_2.1	Setophaga coronata coronata					EE26A12	male		Chromosome	2020-12-08	MDLI02	2108
GCA_965183895.1	bPyrMur1.1	Pyrrhula murina								Chromosome	2025-03-04	CBCYML01	60
GCA_965287075.1	bAcrPal2.2	Acrocephalus paludicola								Chromosome	2025-06-07	CBDIYS01	111
GCA_045345515.1	bMorGui1 haplotype 2	Morphnus guianensis					bMorGui1	female		Chromosome	2024-12-02	JBIYQY01	544
GCA_017639245.1	MMon_1.0	Myiopsitta monachus					fujian	female		Chromosome	2021-03-30	JAESHU01	291
GCA_030408155.1	ASM3040815v1	Lophura swinhoii					LX0611	female		Chromosome	2023-07-05	JASCYN01	153
GCA_036873955.1	bMerOct1.hap1	Mergus octosetaceus					bMerOct1	female		Chromosome	2024-02-26	JBAGBL01	568
GCA_039906565.1	bAegAlb1.hap1	Aegotheles albertisi					bAegAlb1	female		Chromosome	2024-05-31	JBDMAX01	591
GCA_019023105.1	LSU_DiBr_2.0	Diglossa brunneiventris					B-95988	female		Chromosome	2021-06-24	JAFCGX01	600
GCA_046129655.1	bCyaCrs1.hap1	Cyanocitta cristata					bCyaCrs1	female		Chromosome	2024-12-18	JBJCII01	315
GCA_965278175.1	bAloAeg2.hap1.1	Alopochen aegyptiaca								Chromosome	2025-05-08	CBDIFD01	539
GCA_964199755.1	bLarMic1.1	Larus michahellis								Chromosome	2024-07-14	CAXMZH01	617
GCA_964196065.2	bCalBor7.hap2.2	Calonectris borealis								Chromosome	2024-07-23	CAXMUB02	281
GCA_965140245.1	bAthNoc1.hap1.1	Athene noctua								Chromosome	2025-02-13	CBCSGX01	716
GCA_964289735.1	bPhaAeh10.maternal.1	Phaethon aethereus								Chromosome	2024-10-28	CAXYMO01	656
GCA_039654755.1	RI_Cla_1.0	Calcarius lapponicus				Alaska	ZW_2024	female		Chromosome	2024-05-17	JBBFKN01	455
GCA_011077185.1	BPBGC_Ojam_1.0	Oxyura jamaicensis	ruddy duck				SHBP4307	female		Chromosome	2020-03-10	JAACYN01	9642
GCF_011077185.1	BPBGC_Ojam_1.0	Oxyura jamaicensis	ruddy duck				SHBP4307	female	NCBI Oxyura jamaicensis Annotation Release 100	Chromosome	2020-03-10	JAACYN01	9642
GCA_910950805.1	RW_assembly	Acrocephalus scirpaceus scirpaceus								Chromosome	2021-08-16	CAJVGK01	200
GCA_965278835.1	bAleGra1.1	Alectoris graeca								Chromosome	2025-05-31	CBDIHD01	116
GCA_038429875.2	ASM3842987v2	Poecile montanus					N2005	female		Chromosome	2025-02-05	JBBLMP02	190
GCA_011075105.1	BPBGC_Hatr_1.0	Heteronetta atricapilla	black-headed duck				SHBP4307	female		Chromosome	2020-03-10	JAACYQ01	8675
GCA_011074415.1	BPBGC_Snae_1.0	Stictonetta naevosa	freckled duck				SHBPF4130	female		Chromosome	2020-03-10	JAACYO01	8735
GCA_011076525.1	BPBGC_Naur_1.0	Nettapus auritus	African pygmy goose				SHBP007	female		Chromosome	2020-03-10	JAACYP01	8933
GCA_002901205.1	cyaCae2	Cyanistes caeruleus					BT333_1	male		Scaffold	2018-01-26	PDCF01	29297
GCF_002901205.1	cyaCae2	Cyanistes caeruleus					BT333_1	male	NCBI Cyanistes caeruleus Annotation Release 100	Scaffold	2018-01-26	PDCF01	29297
GCA_003259725.1	athCun1	Athene cunicularia					RWA	male		Scaffold	2018-06-21	QEEU01	445
GCF_003259725.1	athCun1	Athene cunicularia					RWA	male	NCBI Athene cunicularia Annotation Release 100	Scaffold	2018-06-21	QEEU01	445
GCA_003286495.1	ASM328649v1	Chlorodrepanis virens					USGS aluminum band 1771-10606	female		Scaffold	2018-07-02	LTAT01	19546
GCA_024500445.1	MCZ_Ecyan_1.0	Entomyzon cyanotis					MCZ_Cryo_149706	female		Scaffold	2022-08-01	JAKEPQ01	1031
GCA_000385455.1	Zonotrichia_albicollis-1.0.1	Zonotrichia albicollis					Tan morph	male		Scaffold	2013-04-30	ARWJ01	6018
GCF_000385455.1	Zonotrichia_albicollis-1.0.1	Zonotrichia albicollis					Tan morph	male	NCBI Zonotrichia albicollis Annotation Release 102	Scaffold	2013-04-30	ARWJ01	6018
GCA_045298695.1	Grus japonensis_ver3.0	Grus japonensis					451A		Annotation submitted by National Institute for Environmental Studies, Japan	Scaffold	2024-08-22	BAAFJT01	366
GCA_038994595.1	ASM3899459v1	Alectoris rufa					AQ0044			Scaffold	2024-05-01	JBCGZB01	115
GCA_000331425.1	PseHum1.0	Pseudopodoces humilis								Scaffold	2013-01-11	ANZD01	5405
GCF_000331425.1	PseHum1.0	Pseudopodoces humilis							NCBI Pseudopodoces humilis Annotation Release 101	Scaffold	2013-01-11	ANZD01	5405
GCA_008692595.2	Cv_LA_2.0	Colinus virginianus					B-91918	female		Scaffold	2021-04-29	VONY02	6034
GCA_025960845.1	Bayl_Tbic_1.1	Tachycineta bicolor					S2			Scaffold	2022-11-02	JANEHK01	30677
GCA_000708225.1	ASM70822v1	Nipponia nippon					BGI_Y956	male	Annotation submitted by College of Medicine and Forensics, Xi'an Jiaotong University	Scaffold	2014-06-16	JMFH01	59554
GCF_000708225.1	ASM70822v1	Nipponia nippon					BGI_Y956	male	NCBI Nipponia nippon Annotation Release 100	Scaffold	2014-06-16	JMFH01	59554
GCA_018691265.1	T.alba_DEE_v4.0	Tyto alba					M040663	male		Scaffold	2021-06-03	JAEUGV01	70
GCF_018691265.1	T.alba_DEE_v4.0	Tyto alba					M040663	male	NCBI Tyto alba Annotation Release 102	Scaffold	2021-06-03	JAEUGV01	70
GCA_046127255.1	ASM4612725v1	Turdus merula					EC24503	male		Scaffold	2024-12-17	JBJLJZ01	125
GCA_045783665.1	ASM4578366v1	Coturnix coturnix					B10K-D-UWBM-74	female		Scaffold	2024-12-06	JBJGHK01	43001
GCA_004143745.1	ASM414374v1	Phasianus colchicus					SZU-A5-319	male		Scaffold	2019-02-06	QCWP01	39677
GCF_004143745.1	ASM414374v1	Phasianus colchicus					SZU-A5-319	male	NCBI Phasianus colchicus Annotation Release 100	Scaffold	2019-02-06	QCWP01	39677
GCA_049942495.1	ASM4994249v1	Anser albifrons					ANSP:skin:194029			Scaffold	2025-04-26	JBNFIR01	234760
GCA_030819815.1	bStriOcc1.0.hap2	Strix occidentalis					Sequoia	female		Scaffold	2023-08-18	JASWHU01	790
GCA_043774175.1	bSelSas1.0.p	Selasphorus sasin					ALHUREF1_CCGP	female		Scaffold	2024-10-24	JBEFNK01	166
GCA_036925125.1	bOrePic1.0.hap1	Oreortyx pictus					RCKB1079	female		Scaffold	2024-03-01	JAUPFR01	480
GCA_021963965.1	bArtBel1.0.p	Artemisiospiza belli				canescens	MVZ Bird 192114	female		Scaffold	2022-02-04	JAKDEW01	1338
GCA_026167965.1	bCyaSte1.0.p	Cyanocitta stelleri				frontalis		female		Scaffold	2022-11-14	JANXIP01	351
GCA_024362935.1	bSetPet1.0.p	Setophaga petechia					LACM:Birds122168	female		Scaffold	2022-07-22	JANCRA01	686
GCA_021534815.1	ASM2153481v1	Acrocephalus arundinaceus				Kvismaren, Sweden	Nicke	female		Scaffold	2022-01-20	JAJEOU01	3012
GCA_036784685.1	C_AMH_1	Chrysolophus amherstiae					Bird3	male		Scaffold	2024-02-23	JAVYIH01	1336
GCA_005890655.1	Cmin_1.0	Centrocercus minimus					UT7	male		Scaffold	2019-06-14	SPOS01	984
GCA_043381225.1	bAntphy1.pri.20221031	Anthochaera phrygia					WYR20-16179	male		Contig	2024-10-18	JBGOGH01	2061
GCA_014805655.1	ASM1480565v1	Passer montanus					IOZ18808	pooled male and female		Scaffold	2020-09-30	JABBVY01	18974
GCF_014805655.1	ASM1480565v1	Passer montanus					IOZ18808	pooled male and female	NCBI Passer montanus Annotation Release 100	Scaffold	2020-09-30	JABBVY01	18974
GCA_001715985.3	ASM171598v3	Manacus vitellinus					BGI_N305	female		Scaffold	2019-07-03	MCBO03	3619
GCF_001715985.3	ASM171598v3	Manacus vitellinus					BGI_N305	female	NCBI Manacus vitellinus Annotation Release 103	Scaffold	2019-07-03	MCBO03	3619
GCA_001447265.1	Sturnus_vulgaris-1.0	Sturnus vulgaris					715	male		Scaffold	2015-11-20	LNCF01	2361
GCF_001447265.1	Sturnus_vulgaris-1.0	Sturnus vulgaris					715	male	NCBI Sturnus vulgaris Annotation Release 100	Scaffold	2015-11-20	LNCF01	2361
GCA_030674165.1	ASM3067416v1	Pygoscelis papua					Gentoo_SouthGeorgia	male	Annotation submitted by BGI	Scaffold	2023-08-07	JAHCLZ01	15411
GCA_010087175.1	BGI_Apat.V1	Aptenodytes patagonicus					KP FORT 001		Annotation submitted by BGI-Shenzhen	Scaffold	2020-01-31	VULM01	15968
GCA_035772895.1	ASM3577289v1	Perdix hodgsoniae				Tibet	SL_2022a	female		Scaffold	2024-01-17	JAPSGF01	282
GCA_001431845.1	ASM143184v1	Calidris pugnax					Ruff			Scaffold	2015-11-04	LDEH01	3753
GCF_001431845.1	ASM143184v1	Calidris pugnax					Ruff		NCBI Calidris pugnax Annotation Release 100	Scaffold	2015-11-04	LDEH01	3753
GCA_000737465.1	Haliaeetus_leucocephalus-4.0	Haliaeetus leucocephalus					CR32	male		Scaffold	2014-08-04	JPRR01	1023
GCF_000737465.1	Haliaeetus_leucocephalus-4.0	Haliaeetus leucocephalus					CR32	male	NCBI Haliaeetus leucocephalus Annotation Release 100	Scaffold	2014-08-04	JPRR01	1023
GCA_000277835.1	GeoFor_1.0	Geospiza fortis						female		Scaffold	2012-07-25	AKZB01	27239
GCF_000277835.1	GeoFor_1.0	Geospiza fortis						female	NCBI Geospiza fortis Annotation Release 102	Scaffold	2012-07-25	AKZB01	27239
GCA_000705375.2	ASM70537v2	Tinamus guttatus					BGI_N309	female	Annotation submitted by BGI	Scaffold	2014-08-05	JMFW02	82514
GCF_000705375.1	ASM70537v2	Tinamus guttatus					BGI_N309	female	NCBI Tinamus guttatus Annotation Release 100	Scaffold	2014-08-05	JMFW02	82514
GCA_000687185.1	ASM68718v1	Egretta garzetta					BGI_Z169	male	Annotation submitted by College of Medicine and Forensics, Xi'an Jiaotong University	Scaffold	2014-05-09	JJRC01	11790
GCF_000687185.1	ASM68718v1	Egretta garzetta					BGI_Z169	male	NCBI Egretta garzetta Annotation Release 101	Scaffold	2014-05-09	JJRC01	11790
GCA_000699245.1	ASM69924v1	Pterocles gutturalis					BGI_N339	male	Annotation submitted by BGI	Scaffold	2014-06-09	JMFR01	58607
GCF_000699245.1	ASM69924v1	Pterocles gutturalis					BGI_N339	male	NCBI Pterocles gutturalis Annotation Release 100	Scaffold	2014-06-09	JMFR01	58607
GCA_027497715.1	ASM2749771v1	Accipiter nisus					ANSP 27991			Scaffold	2022-12-30	JANBZV01	42993
GCA_000709365.1	ASM70936v1	Tauraco erythrolophus					BGI_N340	male	Annotation submitted by BGI	Scaffold	2014-06-25	JNOY01	59587
GCF_000709365.1	ASM70936v1	Tauraco erythrolophus					BGI_N340	male	NCBI Tauraco erythrolophus Annotation Release 100	Scaffold	2014-06-25	JNOY01	59587
GCA_000695195.1	ASM69519v1	Chlamydotis macqueenii					BGI_N324	male	Annotation submitted by BGI	Scaffold	2014-06-02	JMFJ01	59693
GCF_000695195.1	ASM69519v1	Chlamydotis macqueenii					BGI_N324	male	NCBI Chlamydotis macqueenii Annotation Release 100	Scaffold	2014-06-02	JMFJ01	59693
GCA_027925045.1	Gokinawae_1.0	Hypotaenidia okinawae					2679A			Scaffold	2022-12-22	BSDF01	258
GCA_024865655.1	ASM2486565v1	Emberiza elegans					AHU2021HF0102	male		Scaffold	2022-09-02	JALJVW01	3964
GCA_022605955.1	bRalLim1.0.p	Rallus limicola					171378401			Scaffold	2022-03-17	JAKCOZ01	1101
GCA_028536675.1	bAphCal1.0.hap1	Aphelocoma californica				California	MVZ Bird 193978	female		Scaffold	2023-02-07	JAQMYR01	1392
GCA_037975005.1	CUHK_Pmin_v1	Platalea minor					JHPM2023			Scaffold	2024-04-05	JBBPFK01	468
GCA_047054915.1	bNeochry1.pri.20230906	Neophema chrysogaster					LS-2024a	male		Scaffold	2025-01-23	JBHECO01	1998
GCA_029207755.1	bChaFas1.0.hap1	Chamaea fasciata				frontalis	MVZ Bird 193981	female		Scaffold	2023-03-14	JARCOQ01	1341
GCF_029207755.1	bChaFas1.0.hap1	Chamaea fasciata				frontalis	MVZ Bird 193981	female	GCF_029207755.1-RS_2024_06	Scaffold	2023-03-14	JARCOQ01	1341
GCA_046118985.1	bButVir1_p1.1	Butorides virescens					GreenHeron01	male		Contig	2024-12-17	JBHEPT01	1393
GCA_034509425.1	MU_EAus_VIC030_1.0	Eopsaltria australis				Coastal	VIC030	female		Scaffold	2023-12-21	JAVTVJ01	12003
GCA_026170545.2	bMelFor1.0.p_v2	Melanerpes formicivorus				bairdi		female		Scaffold	2022-11-14	JANXIN01	3172
GCF_026170545.1	bMelFor1.0.p_v2	Melanerpes formicivorus				bairdi		female	GCF_026170545.1-RS_2024_08	Scaffold	2022-11-14	JANXIN01	3172
GCA_013372525.1	Fatr_1.0	Fulica atra					Lodz_15173			Scaffold	2020-06-24	JABXFB01	17827
GCA_045788245.1	ASM4578824v1	Calidris canutus					B10K-D-DBG-96			Scaffold	2024-12-06	JBJGKH01	39858
GCA_019238085.1	USGS_WTPT01	Lagopus leucura					7727_CA_CO	male		Scaffold	2021-07-15	JAHKMA01	7343
GCF_019238085.1	USGS_WTPT01	Lagopus leucura					7727_CA_CO	male	NCBI Lagopus leucura Annotation Release 100	Scaffold	2021-07-15	JAHKMA01	7343
GCA_017639235.1	C.kubaryi_AGA036_p1.0	Corvus kubaryi					FWS band 111438036	male		Scaffold	2021-03-30	JAEMUS01	1443
GCF_017639235.1	C.kubaryi_AGA036_p1.0	Corvus kubaryi					FWS band 111438036	male	NCBI Corvus kubaryi Annotation Release 100	Scaffold	2021-03-30	JAEMUS01	1443
GCA_003947215.1	ASM394721v1	Amazona collaria					JAMY3			Scaffold	2018-12-14	RQIO01	10638
GCA_030584885.1	CIBIO_CCic_1.0	Ciconia ciconia						female		Scaffold	2023-07-31	JAIFTN01	6949
GCA_003342895.1	casCas1	Casuarius casuarius					B32419	female		Scaffold	2018-07-26	PTFA01	3184
GCA_019593555.1	cma1	Crossoptilon mantchuricum				Shanxi		female		Scaffold	2021-08-13	JACSYN01	2408
GCA_019232035.1	ASM1923203v1	Cygnus buccinator					WWS_Y101	female		Scaffold	2021-07-15	JAHMHU01	3206
GCA_001604755.1	Lepidothrix_coronata-1.0	Lepidothrix coronata					B3197	male		Scaffold	2016-03-31	LVWP01	4612
GCF_001604755.1	Lepidothrix_coronata-1.0	Lepidothrix coronata					B3197	male	NCBI Lepidothrix coronata Annotation Release 100	Scaffold	2016-03-31	LVWP01	4612
GCA_003676055.1	GouldianFinch	Chloebia gouldiae					Red01	male	Annotation submitted by CIBIO/InBIO Research Center in Biodiversity and Genetic Resources	Scaffold	2018-10-23	QUSF01	18372
GCA_014549065.1	CCar_1.0	Cardinalis cardinalis						male		Scaffold	2020-09-15	JACDOX01	4761
GCA_045785045.1	ASM4578504v1	Alcedo atthis					B10K-D-NHMO-24			Scaffold	2024-12-06	JBJGIP01	30991
GCA_013398635.1	ASM1339863v1	Copsychus sechellarum					OUT-0061	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNE01	4021
GCA_024430995.1	CommonKestrel10X.pri	Falco tinnunculus					JW_2022h	female		Scaffold	2022-07-25	JALPQK01	1017
GCA_002173455.1	ASM217345v1	Phalacrocorax auritus					PW-MI-E2	female		Scaffold	2017-06-06	NFMC01	27523
GCA_030028575.1	MMel_1.1	Malurus melanocephalus				Western Australia		male		Scaffold	2023-05-17	JASDEY01	10633
GCF_030028575.1	MMel_1.1	Malurus melanocephalus				Western Australia		male	GCF_030028575.1-RS_2023_06	Scaffold	2023-05-17	JASDEY01	10633
GCA_009812075.1	Ss_LA_1.0	Sialia sialis		Louisiana				female		Scaffold	2019-12-31	VRYO01	2785
GCA_014363025.1	C_macrorhynchos_scaffold_01	Corvus macrorhynchos								Scaffold	2020-08-22	BMBD01	16523
GCA_013399435.1	ASM1339943v1	Arenaria interpres					B10K-DU-005-73	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAK01	46803
GCA_020917445.1	IEE_cmpg_Riparia_riparia_6505	Riparia riparia					SYSb006505	male		Scaffold	2021-11-22	JAIXNV01	19998
GCA_000708025.2	ASM70802v2	Charadrius vociferus					BGI_N301	female	Annotation submitted by BGI	Scaffold	2014-08-05	JMFX02	15167
GCF_000708025.1	ASM70802v2	Charadrius vociferus					BGI_N301	female	NCBI Charadrius vociferus Annotation Release 100	Scaffold	2014-08-05	JMFX02	15167
GCA_045784845.1	ASM4578484v1	Leucophaeus atricilla					B10K-D-NMHD-67			Scaffold	2024-12-06	JBJGIG01	125582
GCA_013186435.1	ASM1318643v1	Turdus rufiventris						female	Annotation submitted by LNCC	Scaffold	2020-05-28	PYHW01	11042
GCA_028583065.1	ASM2858306v1	Threskiornis aethiopicus					IRGN GSIOZF7F8X			Scaffold	2023-02-10	JAPEKK01	85224
