Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_965203405.2	mPipPip2.hap1.2	Pipistrellus pipistrellus								Chromosome	2025-04-09	CBDBGN02	241
GCA_902686445.2	mSciCar1.2	Sciurus carolinensis								Chromosome	2020-07-31	CACRXI02	752
GCF_902686445.1	mSciCar1.2	Sciurus carolinensis							GCF_902686445.1-RS_2023_03	Chromosome	2020-07-31	CACRXI02	752
GCA_011762505.3	mArvNil1.pat.X	Arvicanthis niloticus					mArvNil1	male		Chromosome	2025-01-29	JAAOMG01	1595
GCA_011762505.1	mArvNil1.pat.X	Arvicanthis niloticus					mArvNil1	male		Chromosome	2020-03-27	JAAOMG01	1595
GCF_011762505.1	mArvNil1.pat.X	Arvicanthis niloticus					mArvNil1	male	NCBI Arvicanthis niloticus Annotation Release 100	Chromosome	2020-03-27	JAAOMG01	1595
GCA_921997135.2	SPRET_EiJ_v3	Mus spretus								Chromosome	2022-06-30	CAKLHJ02	138
GCA_040893245.2	mLepTim1.1_pri	Lepus timidus								Chromosome	2024-07-26	JBEDNT01	84
GCA_963924675.1	mPhoPho1.1	Phocoena phocoena								Chromosome	2024-01-29	CAWUQR01	439
GCF_963924675.1	mPhoPho1.1	Phocoena phocoena							GCF_963924675.1-RS_2024_06	Chromosome	2024-01-29	CAWUQR01	439
GCA_965194825.1	mBalPhy2.hap1.1	Balaenoptera physalus								Chromosome	2025-03-10	CBDAEZ01	2611
GCA_028533385.1	Panthera_onca_HiC	Panthera onca					Sample0147	female		Chromosome	2023-02-09	JAQIGD01	410583
GCF_028533385.1	Panthera_onca_HiC	Panthera onca					Sample0147	female	GCF_028533385.1-RS_2023_10	Chromosome	2023-02-09	JAQIGD01	36242
GCA_949987535.1	mBalAcu1.1	Balaenoptera acutorostrata								Chromosome	2023-05-01	CATLKF01	1374
GCF_949987535.1	mBalAcu1.1	Balaenoptera acutorostrata							GCF_949987535.1-RS_2023_06	Chromosome	2023-05-01	CATLKF01	1374
GCA_030028045.1	mHipAmp2.hap2	Hippopotamus amphibius kiboko					mHipAmp2	female		Chromosome	2023-05-18	JASFZL01	356
GCF_030028045.1	mHipAmp2.hap2	Hippopotamus amphibius kiboko					mHipAmp2	female	GCF_030028045.1-RS_2023_06	Chromosome	2023-05-18	JASFZL01	356
GCA_024542745.1	ASM2454274v1	Macaca thibetana thibetana					TM-01	male		Chromosome	2022-08-09	JANHGW01	623
GCF_024542745.1	ASM2454274v1	Macaca thibetana thibetana					TM-01	male	GCF_024542745.1-RS_2023_02	Chromosome	2022-08-09	JANHGW01	623
GCA_021613505.1	UCLA_HA_Equagga_1.0	Equus quagga					Etosha38			Chromosome	2022-01-31	JAKJSB01	12506
GCF_021613505.1	UCLA_HA_Equagga_1.0	Equus quagga					Etosha38		GCF_021613505.1-RS_2023_03	Chromosome	2022-01-31	JAKJSB01	12506
GCA_003704135.2	HU_Ppol_1.3.3	Peromyscus polionotus subgriseus					PO	female		Chromosome	2019-04-26	RCWS02	5292
GCA_029407905.2	PCC_UOA_SB_1v2	Bubalus kerabau	swamp buffalo			Philippines	K-KA32	female		Chromosome	2023-03-31	JARFXY01	115
GCF_029407905.1	PCC_UOA_SB_1v2	Bubalus kerabau	swamp buffalo			Philippines	K-KA32	female	GCF_029407905.1-RS_2024_02	Chromosome	2023-03-31	JARFXY01	115
GCA_030848825.1	DD_mTadBra1_pri	Tadarida brasiliensis					mTadBra1	male		Chromosome	2023-08-22	JAUMIU01	147
GCA_044231825.1	ASM4423182v1	Addax nasomaculatus					NWPU_XJL	female		Chromosome	2024-11-04	JAVHYU01	2643
GCA_030035585.1	mDugDug1.hap1	Dugong dugon					mDugDug1	female		Chromosome	2023-05-18	JASCZL01	198
GCA_031878705.1	mTapInd1.hap2	Tapirus indicus					mTapInd1	female		Chromosome	2023-09-25	JAVSPQ01	192
GCA_028018385.1	mNeoNeb1.pri	Neofelis nebulosa					mNeoNeb1	male		Chromosome	2023-01-31	JAQMCS01	33
GCF_028018385.1	mNeoNeb1.pri	Neofelis nebulosa					mNeoNeb1	male	GCF_028018385.1-RS_2023_07	Chromosome	2023-01-31	JAQMCS01	33
GCA_033115175.1	mLepEur2.pri	Lepus europaeus					LE1	male		Chromosome	2023-10-31	JAVHNT01	650
GCF_033115175.1	mLepTim1.pri	Lepus europaeus					LE1	male	GCF_033115175.1-RS_2024_01	Chromosome	2023-10-31	JAVHNT01	650
GCA_026419965.1	mKogBre1 haplotype 1	Kogia breviceps					mKogBre1	female		Chromosome	2022-11-27	JAPMIF01	580
GCF_026419965.1	mKogBre1 haplotype 1	Kogia breviceps					mKogBre1	female	GCF_026419965.1-RS_2024_07	Chromosome	2022-11-27	JAPMIF01	580
GCA_014523465.1	CAU_Oori_1.0	Ovis orientalis		Amuf_v1				female		Chromosome	2020-09-11	JACSDQ01	128
GCA_034620425.1	Cla-1	Canis latrans					coyote_06102	female		Chromosome	2023-12-27	JARVCQ01	120
GCA_027563665.1	DD_ASM_mAP_20210503	Antrozous pallidus					TK200870	male		Chromosome	2023-01-09	JAOAOB01	92
GCA_027406575.1	mNycCou1.pri	Nycticebus coucang					mNycCou1	male		Chromosome	2022-12-28	JAPZEE01	84
GCF_027406575.1	mNycCou1.pri	Nycticebus coucang					mNycCou1	male	GCF_027406575.1-RS_2023_03	Chromosome	2022-12-28	JAPZEE01	84
GCA_019393635.1	mDroGli1.pri	Dromiciops gliroides					mDroGli1	female		Chromosome	2021-08-03	JAHYBR01	17
GCF_019393635.1	mDroGli1.pri	Dromiciops gliroides					mDroGli1	female	NCBI Dromiciops gliroides Annotation Release 100	Chromosome	2021-08-03	JAHYBR01	17
GCA_020740605.1	mLemCat1.pri	Lemur catta					mLemCat1	male		Chromosome	2021-11-04	JAJGPY01	184
GCF_020740605.2	mLemCat1.pri	Lemur catta					mLemCat1	male	NCBI Lemur catta Annotation Release 100	Chromosome	2021-11-04	JAJGPY01	184
GCA_020740685.1	mJacJac1.mat.Y.cur	Jaculus jaculus					mJacJac1	male		Chromosome	2021-11-04	JAJGSA01	159
GCF_020740685.1	mJacJac1.mat.Y.cur	Jaculus jaculus					mJacJac1	male	NCBI Jaculus jaculus Annotation Release 102	Chromosome	2021-11-04	JAJGSA01	159
GCA_015220235.1	mChoDid1.pri	Choloepus didactylus					mChoDid1	male		Chromosome	2020-11-03	JADCNF01	145
GCF_015220235.1	mChoDid1.pri	Choloepus didactylus					mChoDid1	male	NCBI Choloepus didactylus Annotation Release 100	Chromosome	2020-11-03	JADCNF01	145
GCA_902686455.2	mSciVul1.2	Sciurus vulgaris								Chromosome	2020-07-31	CACRXJ02	638
GCA_030068075.1	ASM3006807v1	Paguma larvata	domesticated				MPC1	female		Chromosome	2023-06-05	JAINVK01	1500
GCA_004126475.3	mPhyDis1.pri.v3	Phyllostomus discolor					MPI-MPIP mPhyDis1	male		Chromosome	2020-05-12	RXPA02	77
GCF_004126475.2	mPhyDis1.pri.v3	Phyllostomus discolor					MPI-MPIP mPhyDis1	male	NCBI Phyllostomus discolor Annotation Release 101	Chromosome	2020-05-12	RXPA02	77
GCA_009873245.3	mBalMus1.pri.v3	Balaenoptera musculus					JJ_BM4_2016_0621	male		Chromosome	2020-10-02	VNFC03	105
GCF_009873245.2	mBalMus1.pri.v3	Balaenoptera musculus					JJ_BM4_2016_0621	male	NCBI Balaenoptera musculus Annotation Release 100	Chromosome	2020-10-02	VNFC03	105
GCA_047834645.1	ASM4783464v1	Nasalis larvatus					XQ-2022a	male	Annotation submitted by Northwest University	Chromosome	2025-02-18	JBLOOW01	933
GCA_011100635.1	mTriVul1.pri	Trichosurus vulpecula					mTriVul1	male		Chromosome	2020-03-10	JAANDE01	211
GCF_011100635.1	mTriVul1.pri	Trichosurus vulpecula					mTriVul1	male	NCBI Trichosurus vulpecula Annotation Release 100	Chromosome	2020-03-10	JAANDE01	211
GCA_949987515.2	mDelDel1.2	Delphinus delphis								Chromosome	2024-09-07	CATLKE02	630
GCF_949987515.2	mDelDel1.2	Delphinus delphis							GCF_949987515.2-RS_2024_10	Chromosome	2024-09-07	CATLKE02	630
GCA_964374135.1	mGraGri1.hap1.1	Grampus griseus								Chromosome	2024-11-29	CAYJXX01	1145
GCA_950295315.1	mEriEur2.1	Erinaceus europaeus								Chromosome	2023-05-01	CATNUA01	1174
GCF_950295315.1	mEriEur2.1	Erinaceus europaeus							GCF_950295315.1-RS_2023_10	Chromosome	2023-05-01	CATNUA01	1174
GCA_040938815.1	mzib.min_150.pseudohap2.1_HiC.purged	Martes zibellina		10xmzib				female		Chromosome	2024-07-30	JBEHDY01	18010
GCA_023721935.1	Puncia_PCG_1.0	Panthera uncia					11264	female		Chromosome	2022-06-16	JAJAOB01	2635
GCF_023721935.1	Puncia_PCG_1.0	Panthera uncia					11264	female	GCF_023721935.1-RS_2023_02	Chromosome	2022-06-16	JAJAOB01	2635
GCA_006229205.1	meerkat_22Aug2017_6uvM2_HiC	Suricata suricatta					VVHF042			Chromosome	2019-07-03	VCRZ01	63791
GCF_006229205.1	meerkat_22Aug2017_6uvM2_HiC	Suricata suricatta					VVHF042		NCBI Suricata suricatta Annotation Release 100	Chromosome	2019-07-03	VCRZ01	63791
GCA_048565385.1	mSaiBol1.pri	Saimiri boliviensis					mSaiBol1	male		Chromosome	2025-03-12	JBLWOU01	62
GCF_048565385.1	mSaiBol1.pri	Saimiri boliviensis					mSaiBol1	male	GCF_048565385.1-RS_2025_06	Chromosome	2025-03-12	JBLWOU01	62
GCA_020826845.1	mDicBic1.mat.cur	Diceros bicornis minor					mBicDic1	female		Chromosome	2021-11-10	JAJIAY01	1075
GCF_020826845.1	mDicBic1.mat.cur	Diceros bicornis minor					mBicDic1	female	GCF_020826845.1-RS_2023_07	Chromosome	2021-11-10	JAJIAY01	1075
GCA_040182635.1	NWIPB_Pahodg_1.0	Pantholops hodgsonii					TAntelope-BX-2024	male		Chromosome	2024-06-17	JBBYXG01	540
GCA_030015415.1	ASM3001541v1	Cynopterus sphinx					CYSPWHU	female		Chromosome	2023-05-16	JAKZJJ01	181
GCA_030435805.1	mMusLut2.pri	Mustela lutreola					mMusLut2	male		Chromosome	2023-07-13	JAUCGO01	25
GCF_030435805.1	mMusLut2.pri	Mustela lutreola					mMusLut2	male	GCF_030435805.1-RS_2023_08	Chromosome	2023-07-13	JAUCGO01	25
GCA_028571685.1	mHetBru1.pri	Heterohyrax brucei					mHetBru1	male		Chromosome	2023-02-10	JAQRHT01	62
GCA_023701675.1	CAU_F1_maternal_1.0	Ovis ammon polii x Ovis aries					F1 hybrid	male	Annotation submitted by China Agricultural University	Chromosome	2022-06-10	JALAIW01	337
GCA_963981305.1	mRupRup1.1	Rupicapra rupicapra								Chromosome	2024-03-10	CAXCFB01	75
GCA_033118175.2	ASM3311817v2	Dama dama					Ldn47	male		Chromosome	2024-10-18	JASJUW01	284
GCA_033118175.1	ASM3311817v1	Dama dama					Ldn47	male		Chromosome	2023-11-02	JASJUW01	284
GCF_033118175.1	ASM3311817v1	Dama dama					Ldn47	male	GCF_033118175.1-RS_2023_11	Chromosome	2023-11-02	JASJUW01	284
GCA_022837055.1	UM_Priviv_1.0	Prionailurus viverrinus					Anna	female		Chromosome	2022-04-08	JALEAK01	191
GCF_022837055.1	UM_Priviv_1.0	Prionailurus viverrinus					Anna	female	GCF_022837055.1-RS_2023_03	Chromosome	2022-04-08	JALEAK01	191
GCA_029410595.1	ASM2941059v1	Martes flavigula					Sichuan	male		Chromosome	2023-03-27	JAODOS01	128
GCA_023091745.2	Takin1.1	Budorcas taxicolor					Tak-1	male		Chromosome	2022-04-22	JAKGDW01	1362
GCF_023091745.1	Takin1.1	Budorcas taxicolor					Tak-1	male	GCF_023091745.1-RS_2023_02	Chromosome	2022-04-22	JAKGDW01	1362
GCA_042919465.1	ASM4291946v1	Scaptochirus moschatus					CL_2024	male		Chromosome	2024-10-15	JBFCTN01	255
GCA_043727835.1	ASM4372783v1	Aselliscus stoliczkanus				China	2021113_DDA	male		Chromosome	2024-10-24	JARPMH01	74
GCA_032313775.1	UCinereo1.0	Urocyon cinereoargenteus				Vermont	ataVT051	male		Chromosome	2023-10-04	JAVLSZ01	898
GCA_043748645.1	ASM4374864v1	Mops condylurus				Cote d'Ivoire	20210831_DDa	male		Chromosome	2024-10-24	JARPMO01	38
GCA_964304595.1	mCriCri2.1	Cricetus cricetus								Chromosome	2024-11-06	CAYAQO01	48
GCA_044509165.1	WHU_Tmel_v1	Taphozous melanopogon					203096	male		Chromosome	2024-11-06	JBBMOG01	26
GCA_036417435.1	mIniGeo1.hap1	Inia geoffrensis					mIniGeo1	male		Chromosome	2024-02-06	JAZAQT01	902
GCA_028564815.2	mEubGla1.1.hap2.+ XY	Eubalaena glacialis					mEubGla1	male		Chromosome	2023-02-09	JAQRBK01	788
GCF_028564815.1	mEubGla1.1.hap2.+ XY	Eubalaena glacialis					mEubGla1	male	GCF_028564815.1-RS_2023_12	Chromosome	2023-02-09	JAQRBK01	788
GCA_009829155.1	mMusErm1.Pri	Mustela erminea					mMusErm1	male		Chromosome	2020-01-03	WNLY01	93
GCF_009829155.1	mMusErm1.Pri	Mustela erminea					mMusErm1	male	NCBI Mustela erminea Annotation Release 100	Chromosome	2020-01-03	WNLY01	93
GCA_031876335.1	mHipLar1.pri	Hipposideros larvatus					mHipLar1	female		Chromosome	2023-09-25	JAVKSA01	69
GCA_039877825.1	ASM3987782v1	Muntiacus vaginalis					HNJ_1	female		Chromosome	2024-05-29	JBDIXW01	329
GCA_963259705.2	mMyoDau2.hap1.2	Myotis daubentonii								Chromosome	2025-04-09	CAUJLG02	175
GCA_047571435.1	SNNU_Nfu_v1	Neodon fuscus					SNNU	male		Chromosome	2025-02-10	JBIEOQ01	338
GCA_008692025.1	mPhoSin1.pri	Phocoena sinus					mPhoSin1	female		Chromosome	2019-09-26	VOSU01	64
GCF_008692025.1	mPhoSin1.pri	Phocoena sinus					mPhoSin1	female	NCBI Phocoena sinus Annotation Release 100	Chromosome	2019-09-26	VOSU01	64
GCA_028451465.1	mEreDor1.pri	Erethizon dorsatum					mEreDor1	male		Chromosome	2023-02-06	JAQMCO01	115
GCA_048772825.1	mCalLat2.hap2	Callospermophilus lateralis					mCalLat2	male		Chromosome	2025-03-21	JBMETH01	2820
GCA_023851605.1	mTamTet1.pri	Tamandua tetradactyla					mTamTet1	male		Chromosome	2022-06-22	JAMSGI01	200
GCA_026956025.1	MCyc01	Macaca cyclopis					10D7	female		Chromosome	2022-12-19	JAHZQV01	119
GCA_009834535.1	BCGSAC_Cfer_1.0	Camelus ferus					YT-003-E	male		Chromosome	2020-01-08	VSZR01	2042
GCF_009834535.1	BCGSAC_Cfer_1.0	Camelus ferus					YT-003-E	male	NCBI Camelus ferus Annotation Release 102	Chromosome	2020-01-08	VSZR01	2042
GCA_947179515.1	mApoSyl1.1	Apodemus sylvaticus								Chromosome	2022-10-28	CAMXCG01	497
GCF_947179515.1	mApoSyl1.1	Apodemus sylvaticus							GCF_947179515.1-RS_2023_02	Chromosome	2022-10-28	CAMXCG01	497
GCA_963455315.2	mGloMel1.2	Globicephala melas								Chromosome	2024-09-07	CAUOHG02	992
GCF_963455315.2	mGloMel1.2	Globicephala melas							GCF_963455315.2-RS_2024_11	Chromosome	2024-09-07	CAUOHG02	992
GCA_964148845.1	mMesBid2.hap2.1	Mesoplodon bidens								Chromosome	2024-06-06	CAXLBO01	1152
GCA_963259705.1	mMyoDau2.1	Myotis daubentonii								Chromosome	2023-08-20	CAUJLG01	121
GCF_963259705.1	mMyoDau2.1	Myotis daubentonii							GCF_963259705.1-RS_2023_09	Chromosome	2023-08-20	CAUJLG01	121
GCA_965194805.1	mBalBor1.hap1.1	Balaenoptera borealis								Chromosome	2025-03-10	CBDAFA01	2571
GCA_963383645.1	mMusAve1.1	Muscardinus avellanarius								Chromosome	2023-08-26	CAUJNS01	212
GCA_903995425.1	mOncTor1.1	Onychomys torridus								Chromosome	2020-08-21	CAJFAA01	2949
GCF_903995425.1	mOncTor1.1	Onychomys torridus							NCBI Onychomys torridus Annotation Release 100	Chromosome	2020-08-21	CAJFAA01	2949
GCA_963924665.1	mMicMin1.1	Micromys minutus								Chromosome	2024-01-29	CAWUQU01	893
GCA_963455335.1	mMarMar1.1	Martes martes								Chromosome	2023-09-20	CAUOHJ01	476
GCA_037893015.1	bilby.v1.9.chrom.fasta	Macrotis lagotis					mMagLag1	female		Chromosome	2024-04-04	JAZEUY01	608
GCF_037893015.1	bilby.v1.9.chrom.fasta	Macrotis lagotis					mMagLag1	female	GCF_037893015.1-RS_2025_05	Chromosome	2024-04-04	JAZEUY01	608
GCA_964662115.1	mMusNiv2.hap1.1	Mustela nivalis								Chromosome	2025-01-03	CBAAEQ01	3179
GCA_019320065.1	ASM1932006v1	Cervus canadensis					Bull #8, Minnesota	male		Chromosome	2021-07-26	JACTMD01	185
GCF_019320065.1	ASM1932006v1	Cervus canadensis					Bull #8, Minnesota	male	NCBI Cervus canadensis Annotation Release 100	Chromosome	2021-07-26	JACTMD01	185
GCA_003255815.1	Tgel_1.0	Theropithecus gelada					Dixy	female		Chromosome	2018-06-19	QGDE01	15307
GCF_003255815.1	Tgel_1.0	Theropithecus gelada					Dixy	female	NCBI Theropithecus gelada Annotation Release 100	Chromosome	2018-06-19	QGDE01	15307
GCA_008782695.1	UCB_Mmun_1.0	Muntiacus muntjak					UTSW_UCB_Mm	female	Annotation submitted by University of California, Berkeley	Chromosome	2019-10-07	VCEA01	25651
GCA_022355385.1	MUSNIG.SB6536	Mustela nigripes					SB6536	male		Chromosome	2022-02-24	JABTCS01	20574
GCF_022355385.1	MUSNIG.SB6536	Mustela nigripes					SB6536	male	GCF_022355385.1-RS_2023_09	Chromosome	2022-02-24	JABTCS01	20574
GCA_028646535.1	pl-1k	Procyon lotor					Sample0574	female		Chromosome	2023-02-16	JAQQSY01	819431
GCA_900095145.2	PAHARI_EIJ_v1.1	Mus pahari						female		Chromosome	2017-04-28	FMBV02	2581
GCF_900095145.1	PAHARI_EIJ_v1.1	Mus pahari						female	NCBI Mus pahari Annotation Release 101	Chromosome	2017-04-28	FMBV02	2581
GCA_028564725.2	OtoMan_p1.0	Otocolobus manul					Tater	male		Chromosome	2023-11-27	JAQHUJ01	23
GCA_037038555.1	mRhyNas2.hap2	Rhynchonycteris naso					mRhyNas2	male		Chromosome	2024-03-06	JBAKBJ01	38
GCA_018350155.1	O.geoffroyi_Oge1_pat1.0	Leopardus geoffroyi					Oge1	male		Chromosome	2021-05-13	JAFEKB01	46
GCF_018350155.1	O.geoffroyi_Oge1_pat1.0	Leopardus geoffroyi					Oge1	male	NCBI Leopardus geoffroyi Annotation Release 100	Chromosome	2021-05-13	JAFEKB01	46
GCA_032405125.2	serow.2	Capricornis sumatraensis					serow.1	pooled male and female		Chromosome	2024-03-13	JAXIOT01	158
GCF_032405125.1	serow.2	Capricornis sumatraensis					serow.1	pooled male and female	GCF_032405125.1-RS_2024_10	Chromosome	2024-03-13	JAXIOT01	158
GCA_031835075.1	ASM3183507v1	Saguinus oedipus					B95-8	male	Annotation submitted by The Ohio State University	Chromosome	2023-09-25	JASSZA01	439
GCA_019924945.1	FelChav1.0	Felis chaus					Fch-1a	male		Chromosome	2021-09-14	JAGKTF01	52
GCA_041146395.1	OSU_ERuf_1	Eulemur rufifrons					Redbay	female		Chromosome	2024-08-16	JBFNAD01	647
GCF_041146395.1	OSU_ERuf_1	Eulemur rufifrons					Redbay	female	GCF_041146395.1-RS_2024_10	Chromosome	2024-08-16	JBFNAD01	647
GCA_041825415.1	ASM4182541v1	Rhinolophus rex					M181101	male		Chromosome	2024-09-09	JBGVUD01	149
GCA_039880945.1	mMolNig1.hap1	Molossus nigricans					mMolNig1	male		Chromosome	2024-05-29	JBDPII01	365
GCA_037176705.1	mMolAlv2.hap2	Molossus alvarezi					mMolAlv2	female		Chromosome	2024-03-15	JBAWUJ01	287
GCA_027409185.1	mCynVol1.pri	Cynocephalus volans					mCynVol1	male		Chromosome	2022-12-28	JAPWCP01	130
GCF_027409185.1	mCynVol1.pri	Cynocephalus volans					mCynVol1	male	GCF_027409185.1-RS_2024_02	Chromosome	2022-12-28	JAPWCP01	130
GCA_964304585.1	mMarFoi2.1	Martes foina								Chromosome	2024-11-06	CAYAQN01	22
GCA_024291935.2	TBG_Okapi_asm_v1	Okapia johnstoni					TBG_1119_Moyo	male		Chromosome	2022-07-16	JAGTYA01	3653
GCA_036971965.2	NENU_Navi_2.0	Nyctalus aviator					NycAvi_Female_1.0	female		Chromosome	2024-05-31	JAPZQD02	195
GCA_044885105.1	ASM4488510v1	Pipistrellus abramus					XJ-2024a	male		Chromosome	2024-11-13	JBINKG01	145
GCA_038363175.3	mArtLit1.hap2	Artibeus lituratus					mArtLit1	male		Chromosome	2025-04-29	JBAWUR03	312
GCA_039906515.1	mPseCra1.hap1	Pseudorca crassidens					mPseCra1	male		Chromosome	2024-05-31	JBDMAU01	438
GCF_039906515.1	mPseCra1.hap1	Pseudorca crassidens					mPseCra1	male	GCF_039906515.1-RS_2024_08	Chromosome	2024-05-31	JBDMAU01	438
GCA_036325905.1	CXZ	Lepus oiostolus				The Qinghai-Tibet Plateau	SH-2023			Chromosome	2024-02-05	JAWMBE01	112
GCA_949987585.2	mPipPyg2.hap1.2	Pipistrellus pygmaeus								Chromosome	2025-04-09	CATLKC02	327
GCA_024500485.1	ASM2450048v1	Vulpes ferrilata					lyu1992	male		Chromosome	2022-08-01	JAJBZS01	234
GCA_016432865.2	AdamAnt_v2	Antechinus flavipes				Samford, QLD, Australia	AdamAnt	male		Chromosome	2021-01-06	JADWMD01	485
GCF_016432865.1	AdamAnt_v2	Antechinus flavipes				Samford, QLD, Australia	AdamAnt	male	GCF_016432865.1-RS_2023_02	Chromosome	2021-01-06	JADWMD01	485
GCA_025265405.1	mMesDen1 primary haplotype	Mesoplodon densirostris					mMesDen1	male		Chromosome	2022-09-19	JANXIL01	73
GCF_025265405.1	mMesDen1 primary haplotype	Mesoplodon densirostris					mMesDen1	male	GCF_025265405.1-RS_2023_10	Chromosome	2022-09-19	JANXIL01	73
GCA_037038515.1	mMicPen1.hap1	Microtus pennsylvanicus					mMicPen1	male		Chromosome	2024-03-06	JBANDQ01	180
GCA_032452875.1	ARS-OSU_banteng_1.0	Bos javanicus	banteng					male		Chromosome	2023-10-11	JAVLEU01	1517
GCF_032452875.1	ARS-OSU_banteng_1.0	Bos javanicus	banteng					male	GCF_032452875.1-RS_2023_12	Chromosome	2023-10-11	JAVLEU01	1517
GCA_030463245.1	zhanglab2022	Vulpes corsac					zsh2022	male		Chromosome	2023-07-18	JAOVTI01	202
GCA_046563475.2	NWIPB_Pralbi_1.0	Cervus albirostris					WLD_BCL_ZDX	male		Chromosome	2025-01-08	JBEFZJ01	1972
GCA_048771875.1	mCteGun2.hap1	Ctenodactylus gundi					mCteGun2	female		Chromosome	2025-03-21	JBMERT01	535
GCA_028023285.1	mBalRic1.hap2	Balaenoptera ricei					mBalRic1	female		Chromosome	2023-01-30	JAQMGZ01	774
GCF_028023285.1	mBalRic1.hap2	Balaenoptera ricei					mBalRic1	female	GCF_028023285.1-RS_2023_09	Chromosome	2023-01-30	JAQMGZ01	774
GCA_964023405.1	mApoAgr2.1	Apodemus agrarius								Chromosome	2024-04-12	CAXIEO01	60
GCA_949820135.1	mSylFlo1.10	Sylvilagus floridanus								Chromosome	2023-04-19	CATKVR01	99
GCA_043880545.1	ASM4388054v1	Rhinopoma microphyllum					20210906_DDa	male		Chromosome	2024-10-28	JARUKN01	106
GCA_032458615.1	SNNU_BFC_1	Felis nigripes					JY-2023a	female		Chromosome	2023-10-11	JAVSGG01	357
GCA_950005125.1	mChiNiv1.1	Chionomys nivalis								Chromosome	2023-05-01	CATLKQ01	160
GCF_950005125.1	mChiNiv1.1	Chionomys nivalis							GCF_950005125.1-RS_2023_06	Chromosome	2023-05-01	CATLKQ01	160
GCA_042027585.1	NW_LepCap_1.0	Lepus capensis	Cape hare				XD-2024	male		Chromosome	2024-09-19	JBHEQN01	924
GCA_036346955.1	IOZCAS_Dsag_1.1	Dipus sagitta				halli	NM19106	female		Chromosome	2024-02-05	JAEEGE01	487
GCA_043880425.1	ASM4388042v1	Rhinolophus yonghoiseni				Malaysia	20210929_DDd	female		Chromosome	2024-10-28	JARCGW01	1485
GCA_046562895.1	mTriInu1 haplotype 2	Trichechus inunguis					mTriInu1	male		Chromosome	2025-01-08	JBKGUF01	401
GCA_043880595.1	ASM4388059v1	Megaderma spasma				Vietnam	20211001_DDb	male		Chromosome	2024-10-28	JAREJN01	418
GCA_036850765.1	mSacBil1_pri_phased_curated	Saccopteryx bilineata					mSacBil1	male		Chromosome	2024-02-26	JAWMAK01	256
GCF_036850765.1	mSacBil1_pri_phased_curated	Saccopteryx bilineata					mSacBil1	male	GCF_036850765.1-RS_2024_07	Chromosome	2024-02-26	JAWMAK01	256
GCA_023898255.1	ASM2389825v1	Nycticebus bengalensis					KIZ-2021_18			Chromosome	2022-06-27	JAKFHK01	3383
GCA_036850995.1	mSacLep1_pri_phased_curated	Saccopteryx leptura					mSacLep1	male		Chromosome	2024-02-26	JAVMPD01	167
GCF_036850995.1	mSacLep1_pri_phased_curated	Saccopteryx leptura					mSacLep1	male	GCF_036850995.1-RS_2024_07	Chromosome	2024-02-26	JAVMPD01	167
GCA_021498465.1	ASM2149846v1	Hylobates pileatus					KIZ-2021_10	male		Chromosome	2022-01-19	JAKFGR01	743
GCA_043880285.1	ASM4388028v1	Doryrhina cyclops				Cote d'Ivoire	20210929_DDa	female		Chromosome	2024-10-28	JARCLX01	65
GCA_020854095.1	UniMelb_DasViv_v1.0	Dasyurus viverrinus					TARZ-13805.1	female		Chromosome	2021-11-12	JAJAFV01	76
GCA_043728145.1	ASM4372814v1	Rhinolophus trifoliatus				Malaysia		male		Chromosome	2024-10-24	JARDWN01	125
GCA_016906955.1	ROS_Pafr_v1	Phacochoerus africanus					WHEZ1	female		Chromosome	2021-02-19	JACMRZ01	194
GCF_016906955.1	ROS_Pafr_v1	Phacochoerus africanus					WHEZ1	female	GCF_016906955.1-RS_2023_03	Chromosome	2021-02-19	JACMRZ01	194
GCA_007474595.2	mLynCan4.pri.v2	Lynx canadensis					LIC74	male		Chromosome	2020-07-14	VHLE02	54
GCF_007474595.2	mLynCan4.pri.v2	Lynx canadensis					LIC74	male	NCBI Lynx canadensis Annotation Release 102	Chromosome	2020-07-14	VHLE02	54
GCA_903992535.2	mArvAmp1.2	Arvicola amphibius								Chromosome	2021-05-15	CAJEUG02	215
